,h3_09,SHAPE
65,8928d59022fffff,"""{\""rings\"":[[[-122.94875480599995,47.041413956000042],[-122.95131607499997,47.041175218000035],[-122.95270919599994,47.042491393000034],[-122.95154105099999,47.044046326000057],[-122.9489797,47.044285082000044],[-122.94758657599999,47.042968887000029],[-122.94875480599995,47.041413956000042]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
66,8928d591e83ffff,"""{\""rings\"":[[[-122.91913502499995,47.058630074000064],[-122.92169735699997,47.058391898000082],[-122.92309055299995,47.05970816100006],[-122.92192141999999,47.061262619000047],[-122.91935900499999,47.061500813000066],[-122.91796580599998,47.060184530000072],[-122.91913502499995,47.058630074000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
67,8928d59162bffff,"""{\""rings\"":[[[-122.86331393999995,47.037773875000028],[-122.86587666799994,47.037536997000075],[-122.86726913099994,47.038854631000049],[-122.86609886799999,47.040409164000039],[-122.86353605799997,47.040646060000029],[-122.862143592,47.039328405000049],[-122.86331393999995,47.037773875000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
68,8928d59a18bffff,"""{\""rings\"":[[[-122.83388398199997,47.057844757000055],[-122.83644785199999,47.057608425000069],[-122.83784043499998,47.058926080000049],[-122.83666915099997,47.060480085000052],[-122.83410519799997,47.060716435000074],[-122.83271261199997,47.059398761000068],[-122.83388398199997,47.057844757000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
69,8928d59024bffff,"""{\""rings\"":[[[-122.92525267799999,47.037817233000055],[-122.92781427099999,47.037579018000031],[-122.92920716899999,47.038895654000044],[-122.92803847799996,47.04045052400005],[-122.92547680199999,47.040688756000065],[-122.92408390099996,47.039372101000026],[-122.92525267799999,47.037817233000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
70,8928d591493ffff,"""{\""rings\"":[[[-122.88810228499995,47.007993977000069],[-122.89066366299994,47.007756697000048],[-122.89205581199997,47.009074607000059],[-122.89088658799994,47.010629816000062],[-122.88832512799996,47.010867114000064],[-122.88693297499998,47.009549185000026],[-122.88810228499995,47.007993977000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
71,8928d591c93ffff,"""{\""rings\"":[[[-122.94502518399997,47.043207553000059],[-122.94758657599999,47.042968887000029],[-122.9489797,47.044285082000044],[-122.94781143699998,47.04583996100007],[-122.94524996299998,47.046078644000033],[-122.94385683499996,47.044762430000048],[-122.94502518399997,47.043207553000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
72,8928d591217ffff,"""{\""rings\"":[[[-122.86420249899999,47.049261897000065],[-122.86676555599996,47.049024949000056],[-122.86815821299996,47.050342310000076],[-122.86698781499996,47.051896638000073],[-122.86442467499995,47.052133604000062],[-122.86303201499999,47.050816224000073],[-122.86420249899999,47.049261897000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
73,8928d5918c3ffff,"""{\""rings\"":[[[-122.93540619299995,47.06868201900005],[-122.93796852899999,47.068443448000039],[-122.93936200299999,47.069759220000037],[-122.93819314499996,47.071313584000052],[-122.93563072699999,47.071552174000033],[-122.93423724899998,47.070236381000029],[-122.93540619299995,47.06868201900005]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
74,8928d591647ffff,"""{\""rings\"":[[[-122.85144840399994,47.034530534000055],[-122.85401125099997,47.034293926000032],[-122.85540357699995,47.035611826000036],[-122.85423305799998,47.037166352000042],[-122.85167012799997,47.037402977000056],[-122.85027779999996,47.036085058000026],[-122.85144840399994,47.034530534000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
75,8928d5913cbffff,"""{\""rings\"":[[[-122.87629222799995,47.055374047000043],[-122.87885524799998,47.055136810000079],[-122.88024808999995,47.056453837000049],[-122.87907791499998,47.058008121000057],[-122.87651481199998,47.05824537500007],[-122.87512196699998,47.056928328000026],[-122.87629222799995,47.055374047000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
76,8928d59114fffff,"""{\""rings\"":[[[-122.90308952199996,47.051444739000033],[-122.90565193199996,47.051206941000032],[-122.90704489799998,47.052523626000038],[-122.90587545699998,47.054078127000025],[-122.90331296399995,47.054315942000073],[-122.90191999499996,47.052999238000041],[-122.90308952199996,47.051444739000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
77,8928d590267ffff,"""{\""rings\"":[[[-122.94107067299996,47.042129845000034],[-122.94363210499995,47.041891270000065],[-122.94502518399997,47.043207553000059],[-122.94385683499996,47.044762430000048],[-122.94129532099998,47.045001023000054],[-122.93990223799995,47.043684721000034],[-122.94107067299996,47.042129845000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
78,8928d59a183ffff,"""{\""rings\"":[[[-122.83761910299995,47.056054368000048],[-122.84018285199994,47.055817964000028],[-122.84157543199996,47.057135599000048],[-122.84040426599995,47.058689658000048],[-122.83784043499998,47.058926080000049],[-122.83644785199999,47.057608425000069],[-122.83761910299995,47.056054368000048]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
79,8928f364813ffff,"""{\""rings\"":[[[-122.82946273399995,47.000386073000072],[-122.83202495599994,47.000150092000069],[-122.83341656799996,47.001469118000045],[-122.83224596199994,47.00302414500004],[-122.82968365799996,47.00326014400008],[-122.82829204299998,47.001941098000032],[-122.82946273399995,47.000386073000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
80,8928d5912a3ffff,"""{\""rings\"":[[[-122.87189150899997,47.048550889000069],[-122.87445440499999,47.048313778000079],[-122.87584710399994,47.049631031000047],[-122.87467691099999,47.051185414000031],[-122.87211393299998,47.051422543000058],[-122.87072123099995,47.050105271000064],[-122.87189150899997,47.048550889000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
81,8928d591663ffff,"""{\""rings\"":[[[-122.85562543199995,47.038484183000037],[-122.85818832199999,47.038247468000066],[-122.85958074199999,47.039565211000081],[-122.85841027499998,47.041119688000038],[-122.85584730299996,47.041356421000046],[-122.85445487999999,47.040038659000061],[-122.85562543199995,47.038484183000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
82,8928d590283ffff,"""{\""rings\"":[[[-122.94367682499995,47.025978490000057],[-122.94623772199998,47.025739930000043],[-122.94763055599998,47.027056536000032],[-122.94646249399995,47.028611722000051],[-122.94390151399995,47.028850299000055],[-122.94250867799997,47.02753367300005],[-122.94367682499995,47.025978490000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
83,8928d591027ffff,"""{\""rings\"":[[[-122.89868757299996,47.044622736000065],[-122.90124985899996,47.04438506300005],[-122.90264268199996,47.045701973000064],[-122.90147322199999,47.047256575000063],[-122.89891085399995,47.047494264000079],[-122.89751802799998,47.046177335000039],[-122.89868757299996,47.044622736000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
84,8928f36482fffff,"""{\""rings\"":[[[-122.83803400799997,47.011173322000047],[-122.84059639799995,47.010937108000064],[-122.84198824699996,47.012255752000044],[-122.84081770899996,47.01381063000008],[-122.83825523699994,47.014046861000054],[-122.83686338499996,47.012728198000048],[-122.83803400799997,47.011173322000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
85,8928f364b2fffff,"""{\""rings\"":[[[-122.83958291999994,47.03128558700007],[-122.84214588599997,47.031049250000081],[-122.84353807499997,47.032367414000078],[-122.84236729999998,47.03392193500008],[-122.83980425099998,47.034158289000061],[-122.83841205999994,47.032840105000048],[-122.83958291999994,47.03128558700007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
86,8928d591403ffff,"""{\""rings\"":[[[-122.88503969899995,47.01840534400003],[-122.88760144599996,47.018168084000081],[-122.88899374399995,47.019485807000081],[-122.88782429899999,47.021040811000034],[-122.88526246999999,47.021278089000077],[-122.88387016799999,47.019960346000062],[-122.88503969899995,47.01840534400003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
87,8928d591187ffff,"""{\""rings\"":[[[-122.92152218599995,47.039610244000073],[-122.92408390099996,47.039372101000026],[-122.92547680199999,47.040688756000065],[-122.92430799099998,47.042243574000054],[-122.92174619399998,47.042481734000035],[-122.92035328899999,47.041165059000036],[-122.92152218599995,47.039610244000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
88,8928d59a1bbffff,"""{\""rings\"":[[[-122.84179689499996,47.06000722400006],[-122.84436068699995,47.059770712000045],[-122.84575336099999,47.061088190000078],[-122.84458224699995,47.062642199000038],[-122.84201837299997,47.062878729000033],[-122.84062569599996,47.061561232000031],[-122.84179689499996,47.06000722400006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
89,8928d59169bffff,"""{\""rings\"":[[[-122.85824904299994,47.022329788000036],[-122.86081139899994,47.022093088000076],[-122.86220357299999,47.02341115400003],[-122.86103339399995,47.024965940000072],[-122.85847095599996,47.025202657000079],[-122.85707877899995,47.023884572000043],[-122.85824904299994,47.022329788000036]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
90,8928d5911a3ffff,"""{\""rings\"":[[[-122.92570094099995,47.043560160000027],[-122.92826269899996,47.043321910000031],[-122.92965569399996,47.044638408000026],[-122.92848693499997,47.046193176000031],[-122.92592509499997,47.046431444000063],[-122.92453209699994,47.045114926000053],[-122.92570094099995,47.043560160000027]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
91,8928d5902bbffff,"""{\""rings\"":[[[-122.94785537599995,47.029928260000077],[-122.95041631599997,47.029689592000068],[-122.95180924199997,47.031006042000058],[-122.95064123299994,47.032561178000037],[-122.94808021099999,47.032799863000037],[-122.94668728099998,47.031483394000077],[-122.94785537599995,47.029928260000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
92,8928d59a1d7ffff,"""{\""rings\"":[[[-122.82992753399998,47.056763256000067],[-122.83249144399997,47.056527014000039],[-122.83388398199997,47.057844757000055],[-122.83271261199997,47.059398761000068],[-122.83014861899994,47.05963502000003],[-122.82875607799997,47.058317257000056],[-122.82992753399998,47.056763256000067]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
93,8928f364867ffff,"""{\""rings\"":[[[-122.83034651599996,47.011881638000034],[-122.83290906699995,47.011645587000032],[-122.83430087399995,47.012964339000064],[-122.83313013199995,47.014519161000067],[-122.83056749799999,47.014755230000048],[-122.82917568899995,47.013436459000047],[-122.83034651599996,47.011881638000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
94,8928d59320bffff,"""{\""rings\"":[[[-122.87975012899994,47.000085207000041],[-122.88231142199999,46.999848142000076],[-122.88370338399994,47.001166365000074],[-122.88253405599994,47.002721673000053],[-122.87997267999998,47.002958756000055],[-122.87858071499994,47.001640513000041],[-122.87975012899994,47.000085207000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
95,8928d5916b7ffff,"""{\""rings\"":[[[-122.87406719599994,47.026654182000073],[-122.87662939299997,47.026417122000055],[-122.87802174899997,47.027734835000047],[-122.87685191199995,47.029289629000061],[-122.87428963299999,47.029526707000059],[-122.87289727399997,47.028208974000052],[-122.87406719599994,47.026654182000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
96,8928d59143bffff,"""{\""rings\"":[[[-122.88921664599997,47.022358465000082],[-122.89177843499999,47.022121097000081],[-122.893170828,47.023438663000036],[-122.89200143399995,47.024993618000053],[-122.88943956299994,47.025231004000034],[-122.88804716699997,47.023913418000063],[-122.88921664599997,47.022358465000082]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
97,8928d5902d7ffff,"""{\""rings\"":[[[-122.93599380499995,47.026693843000032],[-122.93855486599995,47.026455446000057],[-122.93994765699995,47.02777216000004],[-122.93877939099997,47.029327291000072],[-122.93621824799999,47.029565706000028],[-122.93482545399996,47.028248972000029],[-122.93599380499995,47.026693843000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
98,8928d5916d3ffff,"""{\""rings\"":[[[-122.85056165199995,47.023039562000065],[-122.85312416999994,47.02280302500003],[-122.85451630099999,47.024121199000035],[-122.85334591799995,47.025675930000034],[-122.85078331799997,47.025912485000049],[-122.84939118399996,47.024594291000028],[-122.85056165199995,47.023039562000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
99,8928d591457ffff,"""{\""rings\"":[[[-122.87735413399997,47.019116801000052],[-122.87991604299998,47.018879703000039],[-122.88130829899995,47.020197534000033],[-122.88013864899995,47.021752483000057],[-122.87757665699996,47.021989599000051],[-122.87618439799996,47.020671748000041],[-122.87735413399997,47.019116801000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
100,8928d5911dbffff,"""{\""rings\"":[[[-122.90219590099997,47.039958729000034],[-122.90475798199998,47.039721002000078],[-122.90615075399995,47.041037961000029],[-122.90498144699995,47.042592666000075],[-122.90241928399996,47.042830411000068],[-122.90102650899996,47.041513432000045],[-122.90219590099997,47.039958729000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
101,8928d591473ffff,"""{\""rings\"":[[[-122.88153095399997,47.023070246000032],[-122.88409290499999,47.02283304000008],[-122.88548525499999,47.024150714000029],[-122.88431565699995,47.02570561400006],[-122.88175362299995,47.025942837000059],[-122.88036126999998,47.024625143000037],[-122.88153095399997,47.023070246000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
102,8928d59030fffff,"""{\""rings\"":[[[-122.96830126999998,47.043928545000028],[-122.97086225499999,47.043689374000053],[-122.97225555399996,47.045005177000064],[-122.97108787099995,47.046560170000078],[-122.96852680499995,47.046799358000044],[-122.96713350199997,47.045483536000063],[-122.96830126999998,47.043928545000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
103,8928f364b37ffff,"""{\""rings\"":[[[-122.84309519399994,47.026621823000028],[-122.84565795599997,47.026385431000051],[-122.84705009299995,47.027703644000042],[-122.84587947199998,47.029258269000081],[-122.84331662699998,47.029494679000038],[-122.84192448699997,47.028176446000032],[-122.84309519399994,47.026621823000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
104,8928d591c03ffff,"""{\""rings\"":[[[-122.94196935299999,47.053613840000025],[-122.94453111399997,47.053375194000068],[-122.94592438799998,47.054691202000072],[-122.94475590399998,47.056245876000048],[-122.94219405999996,47.056484540000042],[-122.94080078299999,47.05516851200008],[-122.94196935299999,47.053613840000025]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
105,8928d591213ffff,"""{\""rings\"":[[[-122.86024678999996,47.04818130700005],[-122.86280988799996,47.047944449000056],[-122.86420249899999,47.049261897000065],[-122.86303201499999,47.050816224000073],[-122.86046883599994,47.051053100000047],[-122.85907622099995,47.049735631000033],[-122.86024678999996,47.04818130700005]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
106,8928d591677ffff,"""{\""rings\"":[[[-122.85935875599995,47.036692939000034],[-122.86192152299998,47.036456151000039],[-122.86331393999995,47.037773875000028],[-122.862143592,47.039328405000049],[-122.85958074199999,47.039565211000081],[-122.85818832199999,47.038247468000066],[-122.85935875599995,47.036692939000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
107,8928d59327bffff,"""{\""rings\"":[[[-122.87624173599994,47.004751020000072],[-122.87880323299999,47.004514010000037],[-122.88019524699996,47.005832184000042],[-122.87902576599998,47.007387388000041],[-122.87646418599996,47.007624416000056],[-122.87507216899996,47.006306222000035],[-122.87624173599994,47.004751020000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
108,8928d591e9bffff,"""{\""rings\"":[[[-122.91517950199994,47.057551809000074],[-122.91774187399994,47.05731372300005],[-122.91913502499995,47.058630074000064],[-122.91796580599998,47.060184530000072],[-122.91540335099995,47.060422634000076],[-122.91401019699998,47.059106263000047],[-122.91517950199994,47.057551809000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
109,8928d5914abffff,"""{\""rings\"":[[[-122.89272477799994,47.017693399000052],[-122.89528636199998,47.017455976000065],[-122.89667870299996,47.018773592000059],[-122.89550946199995,47.020328650000067],[-122.89294779499994,47.020566091000035],[-122.89155545099999,47.019248456000071],[-122.89272477799994,47.017693399000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
110,8928d59122fffff,"""{\""rings\"":[[[-122.86882517899994,47.058956812000076],[-122.87138844399999,47.058719720000056],[-122.87278129199996,47.060036787000058],[-122.87161087799996,47.061590964000061],[-122.86904753099998,47.061828073000072],[-122.86765467999999,47.060510987000043],[-122.86882517899994,47.058956812000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
111,8928d5910cbffff,"""{\""rings\"":[[[-122.87473455099996,47.035271398000077],[-122.87729699499999,47.035034284000062],[-122.87868949699998,47.036351792000062],[-122.87751955799996,47.037906433000046],[-122.87495703199994,47.038143564000052],[-122.87356452799997,47.036826037000026],[-122.87473455099996,47.035271398000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
112,8928d590347ffff,"""{\""rings\"":[[[-122.96061799099999,47.044645732000049],[-122.96317913799999,47.044406724000055],[-122.96457239499995,47.045722634000072],[-122.96340450799994,47.047277573000031],[-122.96084327799997,47.047516599000062],[-122.95945001799998,47.046200669000029],[-122.96061799099999,47.044645732000049]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
113,8928d591eb7ffff,"""{\""rings\"":[[[-122.93100162499996,47.061863800000026],[-122.93356383599996,47.061625354000057],[-122.93495716799998,47.062941352000053],[-122.93378829199997,47.064495816000033],[-122.93122599899999,47.064734280000039],[-122.92983266299996,47.063418262000027],[-122.93100162499996,47.061863800000026]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
114,8928d591c3bffff,"""{\""rings\"":[[[-122.94614922599999,47.057561816000032],[-122.94871102899998,47.05732306200008],[-122.95010439699996,47.058638913000038],[-122.94893596399999,47.060193538000078],[-122.94637407899995,47.060432309000078],[-122.94498070799995,47.059116438000046],[-122.94614922599999,47.057561816000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
